locus_tag	gene_name	accession	old_locus_tag	start	end	strand	gene_product	COG	uniprot	operon
WA5_RS01125	WA5_RS01125	NC_020519.1	WA5_0213	230928	231842	-	ABC transporter ATP-binding protein	G	Q8NTT6	Op138
WA5_RS01130	WA5_RS01130	NC_020519.1	WA5_0214	231845	232267	-	phage holin family protein	S	Q8NTT5	Op138
WA5_RS01135	hisC	NC_020519.1	WA5_0215	232257	233282	-	histidinol-phosphate transaminase	E	Q8NTT4	Op138
WA5_RS01150	WA5_RS01150	NC_020519.1	WA5_0216	233913	234821	+	DUF3800 domain-containing protein	S	Q8NTT3	Op139
WA5_RS01155	WA5_RS01155	NC_020519.1	WA5_0217	234907	235191	-	hypothetical protein	-		Op140
WA5_RS01160	WA5_RS01160	NC_020519.1	WA5_0218	235448	236212	-	LysR family transcriptional regulator	K	Q8NTT1	Op141
WA5_RS01165	WA5_RS01165	NC_020519.1	WA5_0219	236326	237345	+	alcohol dehydrogenase	C	Q8NTT0	Op142
WA5_RS01170	WA5_RS01170	NC_020519.1	WA5_0220	237345	238148	+	flavin monoamine oxidase family protein	C	Q8NTS9	Op142
WA5_RS01175	mgtE	NC_020519.1	WA5_0221	238218	239528	+	magnesium transporter	P		Op143
WA5_RS01180	WA5_RS01180	NC_020519.1	WA5_0222	239935	241518	+	DASS family sodium-coupled anion symporter	P	R0JB88	Op144
WA5_RS01190	WA5_RS01190	NC_020519.1	WA5_0223	241880	242902	-	prephenate dehydrogenase	E	A0A0U4Y0R4	Op145
WA5_RS01195	WA5_RS01195	NC_020519.1	WA5_0224	242940	243434	+	tRNA adenosine deaminase-associated protein	S	A0A0S2T171	Op146
WA5_RS01200	tadA	NC_020519.1	WA5_0225	243434	243913	+	tRNA adenosine(34) deaminase TadA	F	R0HYK9	Op146
WA5_RS01205	WA5_RS01205	NC_020519.1	WA5_0226	244015	244218	+	CsbD family protein	S	R0JQN9	Op147
WA5_RS01215	WA5_RS01215	NC_020519.1	WA5_0227	244484	244819	+	hypothetical protein	-		Op148
WA5_RS01220	WA5_RS01220	NC_020519.1	WA5_0228	244902	247307	+	MMPL family transporter	S	Q8NTS1	Op149
WA5_RS01225	tgt	NC_020519.1	WA5_0229	247319	248575	+	tRNA guanosine(34) transglycosylase Tgt	J	A0A7I8AS65	Op149
WA5_RS01230	WA5_RS01230	NC_020519.1	WA5_0230	248554	249306	-	queuosine precursor transporter	S	A0A0F6WPG3	Op150
WA5_RS01235	WA5_RS01235	NC_020519.1	WA5_0231	249428	250510	+	DUF1611 domain-containing protein	H	Q8NTR8	Op151
WA5_RS01240	WA5_RS01240	NC_020519.1	WA5_0232	250503	251942	+	ABC transporter ATP-binding protein/permease	V		Op152
WA5_RS01245	gluQRS	NC_020519.1	WA5_0233	251952	252833	+	tRNA glutamyl-Q(34) synthetase GluQRS	J	Q8NTR6	Op152
WA5_RS01250	WA5_RS01250	NC_020519.1	WA5_0234	252827	253819	-	intradiol ring-cleavage dioxygenase	Q	Q8NTR5	Op153
WA5_RS01255	WA5_RS01255	NC_020519.1	WA5_0235	254326	255486	-	IS3 family transposase	L		Op154
WA5_RS01260	WA5_RS01260	NC_020519.1	WA5_0236	255489	255776	-	hypothetical protein	-		Op154
WA5_RS01270	WA5_RS01270	NC_020519.1	WA5_0237	256599	257897	+	aspartate transaminase	E		Op155
WA5_RS01275	WA5_RS01275	NC_020519.1	WA5_0238	257900	258532	+	suppressor of fused domain protein	S	Q8NTR1	Op155
WA5_RS01280	WA5_RS01280	NC_020519.1	WA5_0239	258551	260878	+	DNA polymerase III subunit gamma and tau	L	Q8NTR0	Op155
WA5_RS01285	WA5_RS01285	NC_020519.1	WA5_0240	260987	261298	+	YbaB/EbfC family nucleoid-associated protein	S	R0JQQ3	Op156
WA5_RS01290	WA5_RS01290	NC_020519.1	WA5_0241	261402	262058	+	recombination protein RecR	L	A0A1Q6BWN5	Op157
WA5_RS01295	WA5_RS01295	NC_020519.1	WA5_0242	262543	263295	-	type 1 glutamine amidotransferase	S	A0A1Q3DM08	Op158
WA5_RS01300	WA5_RS01300	NC_020519.1	WA5_0243	263295	264566	-	Mur ligase family protein	M	A0A1Q3DM17	Op158
WA5_RS01305	WA5_RS01305	NC_020519.1	WA5_0244	264596	265678	-	DNA polymerase III subunit epsilon	L	A0A1Q3DME8	Op158
WA5_RS01315	leuA	NC_020519.1	WA5_0245	266151	268001	-	2-isopropylmalate synthase	E	P42455	Op159
WA5_RS01320	WA5_RS01320	NC_020519.1	WA5_0246	268255	269124	-	DMT family transporter	E	P42459	Op160
WA5_RS01325	WA5_RS01325	NC_020519.1	WA5_0247	269371	270636	+	aspartate kinase	E	R0HXZ6	Op161
WA5_RS01330	WA5_RS01330	NC_020519.1	WA5_0248	270660	271694	+	aspartate-semialdehyde dehydrogenase	E	P0C1D8	Op161
WA5_RS01335	WA5_RS01335	NC_020519.1	WA5_0249	271761	273197	+	hypothetical protein	-	Q8NTQ3	Op162
WA5_RS01340	WA5_RS01340	NC_020519.1	WA5_0250	273539	274120	-	RNA polymerase sigma factor	K	Q8NTQ2	Op163
WA5_RS01345	WA5_RS01345	NC_020519.1	WA5_0251	274324	275874	+	catalase	C		Op164
WA5_RS01350	WA5_RS01350	NC_020519.1	WA5_0252	275954	276247	-	hypothetical protein	X		Op165
WA5_RS01355	WA5_RS01355	NC_020519.1	WA5_0253	276299	276754	-	Lrp/AsnC family transcriptional regulator	K	Q8KUE6	Op166
WA5_RS01360	brnF	NC_020519.1	WA5_0254	276829	277584	+	branched-chain amino acid exporter BrnF	E	H7C682	Op167
WA5_RS01365	brnE	NC_020519.1	WA5_0255	277581	277907	+	branched-chain amino acid exporter BrnE	E	H7C692	Op167
WA5_RS01370	WA5_RS01370	NC_020519.1	WA5_0256	277984	278277	-	hypothetical protein	X		Op168
WA5_RS01375	WA5_RS01375	NC_020519.1	WA5_0257	278385	278732	-	metalloregulator ArsR/SmtB family transcription factor	K	A0A6L2RCW4	Op169
WA5_RS01380	arsB	NC_020519.1	WA5_0258	278859	279896	+	ACR3 family arsenite efflux transporter	P		Op170
WA5_RS01385	WA5_RS01385	NC_020519.1	WA5_0259	279893	280282	+	low molecular weight phosphatase family protein	T	P0DKS8	Op170
WA5_RS01390	WA5_RS01390	NC_020519.1	WA5_0260	280346	280666	-	Na+/H+ antiporter subunit G	P	A0A6M4Q2A1	Op171
WA5_RS16370	WA5_RS16370	NC_020519.1	WA5_0261	280667	280939	-	cation:proton antiporter	-	A0A7I8ASB7	Op171
WA5_RS16375	WA5_RS16375	NC_020519.1	WA5_0262	280946	281401	-	monovalent cation/H+ antiporter subunit E	P	Q8NTP0	Op171
WA5_RS01405	WA5_RS01405	NC_020519.1	WA5_0263	281401	282927	-	monovalent cation/H+ antiporter subunit D family protein	C		Op171
WA5_RS01410	WA5_RS01410	NC_020519.1	WA5_0264	282934	283317	-	cation:proton antiporter subunit C	P	A0A6L2RCL0	Op171
WA5_RS01415	WA5_RS01415	NC_020519.1	WA5_0265	283314	286208	-	DUF4040 family protein	C		Op171
WA5_RS01420	WA5_RS01420	NC_020519.1	WA5_0266	286382	287860	+	YhgE/Pip domain-containing protein	S		Op172
WA5_RS01425	WA5_RS01425	NC_020519.1	WA5_0267	287963	288829	-	DUF559 domain-containing protein	S	Q8NTN5	Op173
WA5_RS01430	WA5_RS01430	NC_020519.1	WA5_0268	289128	289796	-	response regulator transcription factor	K	A0A7I8ATS8	Op174
WA5_RS01435	WA5_RS01435	NC_020519.1	WA5_0269	289774	291243	-	HAMP domain-containing histidine kinase	T	Q8NTN3	Op175
WA5_RS01440	WA5_RS01440	NC_020519.1	WA5_0270	291270	291617	-	hypothetical protein	-		Op175
WA5_RS01445	WA5_RS01445	NC_020519.1	WA5_0271	291800	292420	+	DedA family protein	S		Op176
WA5_RS01455	WA5_RS01455	NC_020519.1	WA5_0272	292594	293502	-	metallophosphoesterase	S		Op177
WA5_RS01460	WA5_RS01460	NC_020519.1	WA5_0273	293539	293994	+	GatB/YqeY domain-containing protein	S	A0A1Q6BK82	Op178
WA5_RS01465	WA5_RS01465	NC_020519.1	WA5_0274	294001	296388	-	transglycosylase domain-containing protein	M	Q8NTM8	Op179
WA5_RS01470	whcA	NC_020519.1	WA5_0275	297055	297405	+	WhiB family transcriptional regulator WhcA	K	A0A6M4Q2V7	Op180
WA5_RS01475	WA5_RS01475	NC_020519.1	WA5_0276	297631	297786	+	DUF4177 domain-containing protein	S	M1UCT3	Op181
WA5_RS01480	WA5_RS01480	NC_020519.1	WA5_0277	297792	298253	+	RidA family protein	J	Q8NTM4	Op181
WA5_RS01485	WA5_RS01485	NC_020519.1	WA5_0278	298329	299684	-	MHS family MFS transporter	E	Q8NTM3	Op182
WA5_RS01490	WA5_RS01490	NC_020519.1	WA5_0279	299723	301261	-	long-chain fatty acid--CoA ligase	I	Q8NTM2	Op182
WA5_RS01495	WA5_RS01495	NC_020519.1	WA5_0280	301509	301976	-	MarR family transcriptional regulator	K		Op183
WA5_RS01500	WA5_RS01500	NC_020519.1	WA5_0281	302167	303102	+	SDR family oxidoreductase	I		Op184
WA5_RS01505	WA5_RS01505	NC_020519.1	WA5_0282	303133	304077	+	4-hydroxyphenyl-beta-ketoacyl-CoA hydrolase	S	Q8NTL9	Op184
WA5_RS01510	WA5_RS01510	NC_020519.1	WA5_0283	304070	305266	+	acyl-CoA dehydrogenase family protein	I	Q8NTL8	Op184
WA5_RS01515	WA5_RS01515	NC_020519.1	WA5_0284	305288	305761	+	MaoC family dehydratase	I	A0A0S2T1F6	Op184
WA5_RS01520	WA5_RS01520	NC_020519.1	WA5_0285	305876	306703	+	MBL fold metallo-hydrolase	S		Op185
WA5_RS01525	WA5_RS01525	NC_020519.1	WA5_0286	306779	307462	-	Crp/Fnr family transcriptional regulator	K	A0A172QQR7	Op186
WA5_RS01530	WA5_RS01530	NC_020519.1	WA5_0287	307724	307909	-	hypothetical protein	-		Op187
WA5_RS01535	nth	NC_020519.1	WA5_0288	307955	308737	+	endonuclease III	L	Q8NTL4	Op188
WA5_RS01540	WA5_RS01540	NC_020519.1	WA5_0289	308745	309305	+	TlpA family protein disulfide reductase	C	Q8NTL3	Op188
WA5_RS01545	WA5_RS01545	NC_020519.1	WA5_0290	309298	310041	+	CoA pyrophosphatase	L		Op188
WA5_RS01550	WA5_RS01550	NC_020519.1	WA5_0291	310132	311328	+	MarP family serine protease	O		Op189
WA5_RS01555	WA5_RS01555	NC_020519.1	WA5_0292	311896	312891	-	alpha/beta hydrolase	S		Op190
WA5_RS01560	WA5_RS01560	NC_020519.1	WA5_0293	312906	313457	-	phage holin family protein	S	Q8NTK9	Op190
WA5_RS01565	WA5_RS01565	NC_020519.1	WA5_0294	313622	314464	-	HAD-IB family hydrolase	E		Op191
WA5_RS01570	WA5_RS01570	NC_020519.1	WA5_0295	314944	316005	+	CpaE-like family protein	D		Op192
WA5_RS01575	WA5_RS01575	NC_020519.1	WA5_0297	316002	317135	+	TadA family conjugal transfer-associated ATPase	U		Op192
WA5_RS01580	WA5_RS01580	NC_020519.1	WA5_0296	317120	317896	+	type II secretion system F family protein	U		Op192
WA5_RS01585	WA5_RS01585	NC_020519.1	WA5_0298	317893	318468	+	type II secretion system F family protein	N		Op192
WA5_RS01590	WA5_RS01590	NC_020519.1	WA5_0299	318492	318692	+	DUF4244 domain-containing protein	S	R0HY13	Op192
WA5_RS01595	WA5_RS01595	NC_020519.1	WA5_0300	318696	319016	+	hypothetical protein	-	A0A0U4WSC4	Op192
WA5_RS01600	WA5_RS01600	NC_020519.1	WA5_0301	319039	319338	+	flp pilus-assembly TadE/G-like family protein	S	R0JQC2	Op192
WA5_RS01605	WA5_RS01605	NC_020519.1	WA5_0302	319333	321690	-	DEAD/DEAH box helicase	L	Q8NTK0	Op193
WA5_RS01610	WA5_RS01610	NC_020519.1	WA5_0303	322007	322210	+	cold-shock protein	K	A0A0U4XQI0	Op194
WA5_RS01615	topA	NC_020519.1	WA5_0304	322910	325900	+	type I DNA topoisomerase	L	Q8NTJ8	Op195
WA5_RS01620	WA5_RS01620	NC_020519.1	WA5_0305	325919	326617	+	lysoplasmalogenase family protein	S		Op195
WA5_RS01625	WA5_RS01625	NC_020519.1	WA5_0306	326692	328218	-	class III adenylate cyclase	T		Op196
WA5_RS01630	WA5_RS01630	NC_020519.1	WA5_0307	328283	329542	+	DNA polymerase III subunit delta'	L	A0A1Q6BK48	Op197
WA5_RS01640	WA5_RS01640	NC_020519.1	WA5_0308	329933	330379	+	SocA family protein	S	A0A516S5Q8	Op198
WA5_RS15945	WA5_RS15945	NC_020519.1		330573	330812	+	hypothetical protein	-		Op199
WA5_RS01650	WA5_RS01650	NC_020519.1	WA5_0309	330973	331536	+	adenylate kinase	F	Q8NTJ2	Op200
WA5_RS01655	WA5_RS01655	NC_020519.1	WA5_0310	331552	332436	+	RluA family pseudouridine synthase	J	Q8NTJ1	Op200
WA5_RS01660	WA5_RS01660	NC_020519.1	WA5_0311	332919	334565	+	glycoside hydrolase family 3 protein	G		Op201
WA5_RS16405	WA5_RS16405	NC_020519.1	WA5_0312	334516	334956	+	beta-glucosidase	G		Op202
WA5_RS01670	WA5_RS01670	NC_020519.1	WA5_0313	335009	336115	+	S-(hydroxymethyl)mycothiol dehydrogenase	C	A0A516RVK8	Op203
WA5_RS01675	WA5_RS01675	NC_020519.1	WA5_0314	336116	336751	+	MBL fold metallo-hydrolase	S		Op203
WA5_RS01680	WA5_RS01680	NC_020519.1	WA5_0315	336781	337452	+	SDR family oxidoreductase	C	Q8NTI6	Op203
WA5_RS01685	WA5_RS01685	NC_020519.1	WA5_0316	337539	338771	+	MFS transporter	E	Q8NTI5	Op204
WA5_RS01690	WA5_RS01690	NC_020519.1	WA5_0317	338793	339728	+	GDP-mannose 4%2C6-dehydratase	M	A0A1Q3DMI4	Op204
WA5_RS01695	WA5_RS01695	NC_020519.1	WA5_0318	340192	340569	-	DUF2304 domain-containing protein	S	Q8NTI3	Op205
WA5_RS01700	WA5_RS01700	NC_020519.1	WA5_0319	340566	341276	-	glycosyltransferase family 2 protein	M		Op205
WA5_RS01705	WA5_RS01705	NC_020519.1	WA5_0320	341356	342378	+	hypothetical protein	L	A0A1Q3DMA4	Op206
WA5_RS01710	WA5_RS01710	NC_020519.1	WA5_0321	342417	343454	+	glycosyltransferase family 2 protein	S	Q8NTI0	Op206
WA5_RS01715	WA5_RS01715	NC_020519.1	WA5_0322	343636	345720	+	bifunctional metallophosphatase/5'-nucleotidase	F	Q8NTH9	Op207
WA5_RS16115	WA5_RS16115	NC_020519.1		345811	345975	-	hypothetical protein	G		Op208
WA5_RS01720	WA5_RS01720	NC_020519.1	WA5_0323	346107	346460	-	hypothetical protein	X	Q8NTH7	Op209
WA5_RS01725	fudC	NC_020519.1	WA5_0324	346958	348019	-	furfural detoxificationalcohol dehydrogenase FudC	C	Q8NTH6	Op210
WA5_RS01730	rfbA	NC_020519.1	WA5_0325	348095	348952	-	glucose-1-phosphate thymidylyltransferase RfbA	H	Q8NTH5	Op211
WA5_RS01735	WA5_RS01735	NC_020519.1	WA5_0326	348949	350310	-	sugar nucleotide-binding protein	M		Op211
WA5_RS01740	rfbB	NC_020519.1	WA5_0327	350310	351329	-	dTDP-glucose 4%2C6-dehydratase	M		Op211
WA5_RS01745	WA5_RS01745	NC_020519.1	WA5_0328	351367	351948	-	nitroreductase family protein	C	Q8NTH2	Op211
WA5_RS01750	WA5_RS01750	NC_020519.1	WA5_0329	352693	353640	+	iron-siderophore ABC transporter substrate-binding protein	P	Q8NTH1	Op212
WA5_RS01755	WA5_RS01755	NC_020519.1	WA5_0330	353746	354387	-	hypothetical protein	-	Q8NTH0	Op213
WA5_RS01760	WA5_RS01760	NC_020519.1	WA5_0331	354596	355846	-	hypothetical protein	S		Op214
WA5_RS01765	WA5_RS01765	NC_020519.1	WA5_0332	355846	357228	-	M1 family metallopeptidase	E	Q8NTG8	Op214
WA5_RS01770	WA5_RS01770	NC_020519.1	WA5_0333	357234	359240	-	prolyl oligopeptidase family protein	E		Op214
WA5_RS01775	WA5_RS01775	NC_020519.1	WA5_0334	359759	360307	-	excalibur calcium-binding domain-containing protein	L		Op215
WA5_RS01780	WA5_RS01780	NC_020519.1	WA5_0335	360811	361905	-	aromatic acid exporter family protein	S	Q8NTG5	Op216
WA5_RS01785	WA5_RS01785	NC_020519.1	WA5_0336	362054	363151	-	esterase family protein	S	Q8NTG4	Op217
WA5_RS01790	WA5_RS01790	NC_020519.1	WA5_0337	363824	365260	+	polysaccharide biosynthesis tyrosine autokinase	D		Op218
WA5_RS01795	WA5_RS01795	NC_020519.1	WA5_0338	365250	365855	+	low molecular weight phosphatase family protein	T	Q8NTG2	Op218
WA5_RS01800	WA5_RS01800	NC_020519.1	WA5_0339	365873	366841	+	hypothetical protein	G		Op219
WA5_RS01805	WA5_RS01805	NC_020519.1	WA5_0340	366832	368646	+	polysaccharide biosynthesis protein	G	Q8NTG0	Op219
WA5_RS01810	WA5_RS01810	NC_020519.1	WA5_0341	368647	369804	+	aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme	E	Q8NTF9	Op219
WA5_RS01815	WA5_RS01815	NC_020519.1	WA5_0342	369794	370408	+	sugar transferase	M	Q8NTF8	Op219
WA5_RS01820	WA5_RS01820	NC_020519.1	WA5_0343	370685	371776	+	glycosyltransferase family 4 protein	M		Op220
WA5_RS01825	WA5_RS01825	NC_020519.1	WA5_0344	371929	373422	+	lipopolysaccharide biosynthesis protein	S	Q8NTF6	Op221
WA5_RS01830	WA5_RS01830	NC_020519.1	WA5_0345	373500	374816	+	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	M	Q8NTF5	Op222
WA5_RS01835	murB	NC_020519.1	WA5_0346	374833	375840	+	UDP-N-acetylmuramate dehydrogenase	M	Q8NTF4	Op222
WA5_RS01840	WA5_RS01840	NC_020519.1	WA5_0347	375842	376879	+	glycosyltransferase	S	Q8NTF3	Op222
WA5_RS16410	WA5_RS16410	NC_020519.1	WA5_0348	377683	377835	+	hypothetical protein	-		Op223
WA5_RS16415	WA5_RS16415	NC_020519.1		377832	378056	-	hypothetical protein	X		Op224
WA5_RS16420	WA5_RS16420	NC_020519.1		378296	378514	+	transposase	L		Op225
WA5_RS01860	WA5_RS01860	NC_020519.1	WA5_0349	378665	379837	-	SGNH hydrolase domain-containing protein	I	Q8NTE9	Op226
WA5_RS01865	WA5_RS01865	NC_020519.1	WA5_0350	379847	380842	-	acyltransferase	I	Q8NTE8	Op226
WA5_RS16425	WA5_RS16425	NC_020519.1		381115	381498	+	IS3 family transposase	X		Op227
WA5_RS01870	WA5_RS01870	NC_020519.1	WA5_0351	381948	383111	+	nucleotide sugar dehydrogenase	M	Q8NTE7	Op228
WA5_RS01875	WA5_RS01875	NC_020519.1	WA5_0352	383979	385190	-	O-antigen ligase family protein	S	Q8NTE5	Op229
WA5_RS01880	WA5_RS01880	NC_020519.1	WA5_0353	385371	386195	-	glycosyltransferase	M	Q8NTE4	Op230
WA5_RS01885	WA5_RS01885	NC_020519.1	WA5_0354	386556	387203	+	acetyltransferase	S	Q8NTE3	Op231
WA5_RS01890	lpdA	NC_020519.1	WA5_0355	387692	389101	+	dihydrolipoyl dehydrogenase	C	Q8NTE1	Op232
WA5_RS01895	WA5_RS01895	NC_020519.1	WA5_0356	389248	390171	+	UTP--glucose-1-phosphate uridylyltransferase	M	Q8NTE0	Op233
WA5_RS01900	ybaK	NC_020519.1	WA5_0357	390233	390733	+	Cys-tRNA(Pro) deacylase	J	Q8NTD9	Op233
WA5_RS01905	ramB	NC_020519.1	WA5_0358	390784	392208	-	acetate metabolism transcriptional regulator RamB	K	A0A6M4PUH0	Op234
WA5_RS01910	WA5_RS01910	NC_020519.1	WA5_0359	392705	393478	+	succinate dehydrogenase cytochrome b subunit	C	R0J8X6	Op235
WA5_RS01915	WA5_RS01915	NC_020519.1	WA5_0360	393495	395516	+	fumarate reductase/succinate dehydrogenase flavoprotein subunit	C		Op235
WA5_RS01920	WA5_RS01920	NC_020519.1	WA5_0361	395516	396265	+	succinate dehydrogenase/fumarate reductase iron-sulfur subunit	C		Op235
WA5_RS01925	WA5_RS01925	NC_020519.1	WA5_0362	396324	396653	+	hypothetical protein	-		Op236
WA5_RS01930	WA5_RS01930	NC_020519.1	WA5_0363	396672	396935	+	hypothetical protein	-		Op237
WA5_RS01935	WA5_RS01935	NC_020519.1	WA5_0364	397229	398206	-	winged helix DNA-binding domain-containing protein	S	Q8NTD2	Op238
WA5_RS01940	WA5_RS01940	NC_020519.1	WA5_0365	398278	399582	+	DUF445 domain-containing protein	S		Op239
WA5_RS01945	WA5_RS01945	NC_020519.1	WA5_0366	399598	400020	+	CGLAU_01105 family protein	-	Q8NTD0	Op239
WA5_RS01950	WA5_RS01950	NC_020519.1	WA5_0367	400039	400344	+	DUF2516 family protein	S	Q8NTC9	Op239
WA5_RS01955	WA5_RS01955	NC_020519.1	WA5_0368	400500	401153	+	TetR/AcrR family transcriptional regulator	K	A0A1Q6BJY1	Op240
WA5_RS01960	WA5_RS01960	NC_020519.1	WA5_0369	401150	402799	+	MFS transporter	E	Q8NTC7	Op240
WA5_RS01965	WA5_RS01965	NC_020519.1	WA5_0370	402799	404433	+	MFS transporter	E	Q8NTC6	Op240
WA5_RS01970	purU	NC_020519.1	WA5_0371	404505	405419	-	formyltetrahydrofolate deformylase	F	Q8NTC5	Op241
WA5_RS01975	deoC	NC_020519.1	WA5_0372	405480	406148	+	deoxyribose-phosphate aldolase	F		Op242
WA5_RS01980	WA5_RS01980	NC_020519.1	WA5_0373	406550	407419	+	hypothetical protein	S	Q8NTC3	Op243
WA5_RS01985	WA5_RS01985	NC_020519.1	WA5_0374	407406	407708	-	metal-sensitive transcriptional regulator	S	R0J8W3	Op244
WA5_RS01990	cadA	NC_020519.1	WA5_0375	407708	409975	-	copper-translocating P-type ATPase	P	Q8NTC1	Op244
WA5_RS01995	WA5_RS01995	NC_020519.1	WA5_0376	410024	410476	-	hypothetical protein	-	Q8NTC0	Op245
WA5_RS02000	WA5_RS02000	NC_020519.1	WA5_0377	410707	412548	+	HtaA domain-containing protein	M		Op246
WA5_RS02005	WA5_RS02005	NC_020519.1	WA5_0378	412557	413636	+	hemin ABC transporter substrate-binding protein	P	A0A1Q3DMV9	Op246
WA5_RS02010	WA5_RS02010	NC_020519.1	WA5_0379	413637	414713	+	iron ABC transporter permease	P	A0A0F6WPL3	Op246
WA5_RS02015	WA5_RS02015	NC_020519.1	WA5_0380	414714	415529	+	heme ABC transporter ATP-binding protein	P	Q8NTB6	Op246
WA5_RS16430	WA5_RS16430	NC_020519.1		415697	416245	+	HtaA domain-containing protein	S		Op247
WA5_RS16435	WA5_RS16435	NC_020519.1		416333	416419	+	maturase	X		Op248
WA5_RS02025	WA5_RS02025	NC_020519.1	WA5_0382	416603	417442	+	HtaA domain-containing protein	M	Q8NTB4	Op249
WA5_RS02030	WA5_RS02030	NC_020519.1	WA5_0383	417542	418348	-	DUF2993 domain-containing protein	S		Op250
WA5_RS02035	WA5_RS02035	NC_020519.1	WA5_0384	418438	419253	-	class I SAM-dependent methyltransferase	J	Q8NTB2	Op251
WA5_RS02040	WA5_RS02040	NC_020519.1	WA5_0385	419254	419757	-	DUF2505 domain-containing protein	S	R0JNE0	Op251
WA5_RS02045	WA5_RS02045	NC_020519.1	WA5_0386	419782	420888	+	UDP-N-acetylmuramate dehydrogenase	M	A0A6M4PUJ5	Op252
WA5_RS02050	WA5_RS02050	NC_020519.1	WA5_0387	420881	421519	+	DUF1801 domain-containing protein	S		Op252
WA5_RS02055	WA5_RS02055	NC_020519.1	WA5_0388	422087	423793	-	long-chain-fatty-acid--CoA ligase	I	R0JJN1	Op253
WA5_RS02060	mshA	NC_020519.1	WA5_0389	423878	425134	+	D-inositol-3-phosphate glycosyltransferase	M	A0A6L2RCY7	Op254
WA5_RS02065	WA5_RS02065	NC_020519.1	WA5_0390	425177	425923	+	phosphoglyceromutase	G	R0JND5	Op255
WA5_RS02070	WA5_RS02070	NC_020519.1	WA5_0391	425934	427175	+	ATP-binding protein	T	R0HW24	Op255
WA5_RS02075	WA5_RS02075	NC_020519.1	WA5_0392	427172	427870	+	response regulator transcription factor	T	Q8NTA3	Op255
WA5_RS02080	WA5_RS02080	NC_020519.1	WA5_0393	428561	429442	+	hypothetical protein	S	Q8NTA2	Op256
WA5_RS02085	WA5_RS02085	NC_020519.1	WA5_0394	429435	432005	-	FtsX family ABC transporter permease	V		Op257
WA5_RS02090	WA5_RS02090	NC_020519.1	WA5_0395	432123	433028	-	hypothetical protein	-	Q8NTA0	Op258
WA5_RS02095	WA5_RS02095	NC_020519.1	WA5_0396	433062	433991	+	Ppx/GppA family phosphatase	F	A0A0S2T277	Op259
WA5_RS02100	WA5_RS02100	NC_020519.1	WA5_0397	434019	434825	+	hypothetical protein	-	R0HVS3	Op259
WA5_RS02105	proC	NC_020519.1	WA5_0398	434886	435698	+	pyrroline-5-carboxylate reductase	E	A0A0S2T8M2	Op260
WA5_RS02110	WA5_RS02110	NC_020519.1	WA5_0399	435949	436140	+	helix-turn-helix domain-containing protein	K	M1UJ44	Op261
WA5_RS15605	WA5_RS15605	NC_020519.1		436463	436564	+	AURKAIP1/COX24 domain-containing protein	X	A0A418Q4U0	Op262
WA5_RS02115	WA5_RS02115	NC_020519.1	WA5_0400	436977	438044	-	HAD-IB family hydrolase	E	R0HW12	Op263
WA5_RS02120	WA5_RS02120	NC_020519.1	WA5_0401	438191	438427	+	glutaredoxin family protein	O	R0HVR9	Op264
WA5_RS02125	WA5_RS02125	NC_020519.1	WA5_0402	438516	439907	+	glutamyl-tRNA reductase	H		Op265
WA5_RS02130	hemC	NC_020519.1	WA5_0403	439909	440817	+	hydroxymethylbilane synthase	H	Q8NT90	Op265
WA5_RS02135	WA5_RS02135	NC_020519.1	WA5_0404	441229	441594	+	hypothetical protein	-		Op266
WA5_RS02140	WA5_RS02140	NC_020519.1	WA5_0405	441598	442482	-	LysR family transcriptional regulator	K	R0HW08	Op267
WA5_RS02145	WA5_RS02145	NC_020519.1	WA5_0406	442758	444161	+	MHS family MFS transporter	E	Q8NT87	Op268
WA5_RS02150	qsuB	NC_020519.1	WA5_0407	444185	446041	+	dehydroshikimate dehydratase QsuB	E	Q8NT86	Op268
WA5_RS02155	aroQ	NC_020519.1	WA5_0408	446087	446524	+	type II 3-dehydroquinate dehydratase	E	Q53Z51	Op268
WA5_RS02160	WA5_RS02160	NC_020519.1	WA5_0409	446538	447389	+	quinate/shikimate dehydrogenase (NAD+)	E	Q9X5C9	Op268
WA5_RS02165	WA5_RS02165	NC_020519.1	WA5_0410	447395	447670	-	ribosomal protein L7/L12	J	Q8NT85	Op269
WA5_RS02170	WA5_RS02170	NC_020519.1	WA5_0411	448127	449179	-	ABC transporter ATP-binding protein	E	Q8NT84	Op270
WA5_RS02175	WA5_RS02175	NC_020519.1	WA5_0412	449180	450826	-	iron ABC transporter permease	P	Q8NT83	Op270
WA5_RS02180	WA5_RS02180	NC_020519.1	WA5_0413	450834	451913	-	ABC transporter substrate-binding protein	P		Op270
WA5_RS02185	WA5_RS02185	NC_020519.1	WA5_0414	452637	454433	+	bifunctional uroporphyrinogen-III C-methyltransferase/uroporphyrinogen-III synthase	H		Op271
WA5_RS02190	WA5_RS02190	NC_020519.1	WA5_0415	454459	454878	+	DUF3806 domain-containing protein	S	A0A1Q3DMN4	Op271
WA5_RS02195	hemB	NC_020519.1	WA5_0416	454967	455986	+	porphobilinogen synthase	H	A0A0U4WT34	Op271
WA5_RS02200	WA5_RS02200	NC_020519.1	WA5_0417	456016	456600	+	hypothetical protein	-	A0A1Q6BJT4	Op271
