## Mon Oct 24 05:02:52 2022
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem --override -m diamond --dmnd_ignore_warnings --dmnd_algo ctg -i /emapper_web_jobs/emapper_jobs/user_data/MM_2ldfeeem/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
WA5_RS00245	196627.cg0062	4.68e-314	857.0	COG0631@1|root,COG0631@2|Bacteria,2GJ3M@201174|Actinobacteria,22JJ4@1653|Corynebacteriaceae	201174|Actinobacteria	T	serine threonine protein phosphatase	pstP	GO:0000287,GO:0001932,GO:0001933,GO:0003674,GO:0003824,GO:0004647,GO:0004721,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0005887,GO:0006464,GO:0006469,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009892,GO:0009987,GO:0010563,GO:0010605,GO:0016020,GO:0016021,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019220,GO:0019222,GO:0019538,GO:0030145,GO:0030312,GO:0031224,GO:0031226,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0033673,GO:0036211,GO:0042325,GO:0042326,GO:0042578,GO:0043085,GO:0043086,GO:0043167,GO:0043169,GO:0043170,GO:0043392,GO:0043412,GO:0043549,GO:0044092,GO:0044093,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044425,GO:0044459,GO:0044464,GO:0045859,GO:0045936,GO:0046872,GO:0046914,GO:0048519,GO:0048523,GO:0050789,GO:0050790,GO:0050794,GO:0051098,GO:0051100,GO:0051101,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0051338,GO:0051348,GO:0060255,GO:0065007,GO:0065009,GO:0071704,GO:0071944,GO:0080090,GO:0140096,GO:1901564	3.1.3.16	ko:K20074	-	-	-	-	ko00000,ko01000,ko01009	-	-	-	PP2C,PP2C_2
WA5_RS00250	196627.cg0063	8.72e-100	290.0	COG1716@1|root,COG1716@2|Bacteria,2GKA7@201174|Actinobacteria,22N7Y@1653|Corynebacteriaceae	201174|Actinobacteria	T	FHA domain	fhaB	GO:0005575,GO:0005576,GO:0005623,GO:0005886,GO:0006950,GO:0006979,GO:0008150,GO:0009987,GO:0016020,GO:0040007,GO:0044110,GO:0044116,GO:0044117,GO:0044119,GO:0044403,GO:0044419,GO:0044464,GO:0050896,GO:0051301,GO:0051704,GO:0071944	-	-	-	-	-	-	-	-	-	-	FHA,Yop-YscD_cpl
WA5_RS00255	196627.cg0064	1.6e-214	592.0	COG1716@1|root,COG1716@2|Bacteria,2GNU2@201174|Actinobacteria,22M4R@1653|Corynebacteriaceae	201174|Actinobacteria	T	FHA domain	fhaA	GO:0003674,GO:0003676,GO:0003723,GO:0003729,GO:0005488,GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944,GO:0097159,GO:1901363	-	-	-	-	-	-	-	-	-	-	DUF3662,FHA,Yop-YscD_cpl
WA5_RS16400	196627.cg0065	7.77e-177	492.0	2A4YP@1|root,30TKF@2|Bacteria,2IJ2Z@201174|Actinobacteria,22NEK@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS00275	196627.cg1096	3.64e-86	256.0	2B348@1|root,31VRX@2|Bacteria,2HX3J@201174|Actinobacteria,22PW6@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS00280	196627.cg0067	0.0	942.0	COG1012@1|root,COG1012@2|Bacteria,2GIWZ@201174|Actinobacteria,22K91@1653|Corynebacteriaceae	201174|Actinobacteria	C	Belongs to the aldehyde dehydrogenase family	gabD	-	1.2.1.16,1.2.1.20,1.2.1.79	ko:K00135	ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120	M00027	R00713,R00714,R02401	RC00080	ko00000,ko00001,ko00002,ko01000	-	-	-	Aldedh
WA5_RS00285	196627.cg0070	8.49e-228	627.0	COG0654@1|root,COG0654@2|Bacteria,2GN2W@201174|Actinobacteria,22K3K@1653|Corynebacteriaceae	201174|Actinobacteria	CH	2-polyprenyl-6-methoxyphenol hydroxylase and related FAD-dependent oxidoreductases	-	-	1.14.13.232,1.14.13.233,1.14.13.7	ko:K03380,ko:K14252	ko00253,ko00623,ko00627,ko01057,ko01120,ko01130,map00253,map00623,map00627,map01057,map01120,map01130	M00780,M00823	R00815,R03566,R05462,R09190	RC00046,RC00236,RC01388,RC02460	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3,Phe_hydrox_dim
WA5_RS00290	196627.cg0071	0.0	924.0	COG0491@1|root,COG0607@1|root,COG0491@2|Bacteria,COG0607@2|Bacteria,2GN50@201174|Actinobacteria,22M01@1653|Corynebacteriaceae	201174|Actinobacteria	P	Metallo-beta-lactamase superfamily	-	-	3.1.2.6	ko:K01069	ko00620,map00620	-	R01736	RC00004,RC00137	ko00000,ko00001,ko01000	-	-	-	Lactamase_B,Rhodanese
WA5_RS00295	196627.cg0072	3.85e-156	440.0	COG0730@1|root,COG0730@2|Bacteria,2I5VT@201174|Actinobacteria,22MDW@1653|Corynebacteriaceae	201174|Actinobacteria	S	membrane transporter protein	-	-	-	ko:K07090	-	-	-	-	ko00000	-	-	-	TauE
WA5_RS00300	196627.cg0073	1.26e-65	199.0	COG0607@1|root,COG0607@2|Bacteria,2IQIP@201174|Actinobacteria,22NF2@1653|Corynebacteriaceae	201174|Actinobacteria	P	Rhodanese Homology Domain	-	-	-	-	-	-	-	-	-	-	-	-	Rhodanese
WA5_RS00305	196627.cg0074	9.93e-136	384.0	COG0607@1|root,COG0607@2|Bacteria,2IB6H@201174|Actinobacteria,22M1Y@1653|Corynebacteriaceae	201174|Actinobacteria	P	Protein of unknown function (DUF2892)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2892,Rhodanese
WA5_RS00310	196627.cg0075	1.21e-53	168.0	COG1937@1|root,COG1937@2|Bacteria,2IQ7U@201174|Actinobacteria,22PDK@1653|Corynebacteriaceae	201174|Actinobacteria	S	protein conserved in bacteria	-	-	-	-	-	-	-	-	-	-	-	-	Trns_repr_metal
WA5_RS00315	196627.cg0076	2.73e-204	565.0	29V5W@1|root,30GJI@2|Bacteria,2HY6S@201174|Actinobacteria,22Q5W@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS00320	196627.cg0077	4.65e-197	546.0	COG5036@1|root,COG5036@2|Bacteria,2GKBU@201174|Actinobacteria,22MCF@1653|Corynebacteriaceae	201174|Actinobacteria	P	VTC domain	-	-	-	-	-	-	-	-	-	-	-	-	VTC
WA5_RS00325	196627.cg0078	8.23e-157	441.0	COG1285@1|root,COG1285@2|Bacteria,2GM32@201174|Actinobacteria,22MCM@1653|Corynebacteriaceae	201174|Actinobacteria	S	Domain of unknown function (DUF4956)	-	-	-	-	-	-	-	-	-	-	-	-	DUF4956
WA5_RS00330	196627.cg0079	0.0	938.0	COG5337@1|root,COG5337@2|Bacteria,2GN9M@201174|Actinobacteria,22MIY@1653|Corynebacteriaceae	201174|Actinobacteria	M	COG5337 Spore coat assembly protein	-	-	-	-	-	-	-	-	-	-	-	-	CotH
WA5_RS00335	196627.cg0080	2.54e-267	732.0	COG0598@1|root,COG0598@2|Bacteria,2GKNZ@201174|Actinobacteria,22KYA@1653|Corynebacteriaceae	201174|Actinobacteria	P	Magnesium transport protein CorA	corA	-	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA
WA5_RS00340	196627.cg0081	4.56e-104	300.0	COG1942@1|root,COG1942@2|Bacteria,2GVY6@201174|Actinobacteria,22P1K@1653|Corynebacteriaceae	201174|Actinobacteria	S	Putative oxalocrotonate tautomerase enzyme	-	-	-	-	-	-	-	-	-	-	-	-	Tautomerase,Tautomerase_3
WA5_RS00345	196627.cg0082	2.32e-286	785.0	COG0038@1|root,COG0038@2|Bacteria,2GPPN@201174|Actinobacteria,22MEM@1653|Corynebacteriaceae	201174|Actinobacteria	P	Chloride channel protein EriC	-	-	-	ko:K03281	-	-	-	-	ko00000	2.A.49	-	-	Voltage_CLC
WA5_RS00350	196627.cg0083	2.15e-169	472.0	COG3201@1|root,COG3201@2|Bacteria,2GMBT@201174|Actinobacteria,22M5D@1653|Corynebacteriaceae	201174|Actinobacteria	H	nicotinamide mononucleotide transporter	pnuC	-	-	ko:K03811	-	-	-	-	ko00000,ko02000	4.B.1.1	-	-	NMN_transporter
WA5_RS00355	196627.cg0085	1.1e-296	812.0	COG1875@1|root,COG1875@2|Bacteria,2GK8U@201174|Actinobacteria,22K2Q@1653|Corynebacteriaceae	201174|Actinobacteria	T	ATPase related to phosphate starvation-inducible protein PhoH	phoH2	-	-	ko:K07175	-	-	-	-	ko00000	-	-	-	PIN_4,PhoH
WA5_RS00365	196627.cg0088	0.0	973.0	COG2851@1|root,COG2851@2|Bacteria,2GNWE@201174|Actinobacteria,22M7N@1653|Corynebacteriaceae	201174|Actinobacteria	C	H citrate symporter	citN	-	-	ko:K03300	-	-	-	-	ko00000	2.A.11	-	-	CitMHS
WA5_RS00370	196627.cg0089	0.0	1057.0	COG3290@1|root,COG3290@2|Bacteria,2GIRZ@201174|Actinobacteria,22K3B@1653|Corynebacteriaceae	201174|Actinobacteria	T	Signal transduction histidine kinase regulating citrate malate metabolism	citA	-	2.7.13.3	ko:K02476	-	-	-	-	ko00000,ko01000,ko01001,ko02022	-	-	-	HATPase_c,PAS,SPOB_a,sCache_3_2
WA5_RS00375	196627.cg0090	1.49e-145	411.0	COG4565@1|root,COG4565@2|Bacteria,2GK16@201174|Actinobacteria,22KXJ@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional regulatory protein	citB	-	-	ko:K02475	-	-	-	-	ko00000,ko02022	-	-	-	HTH_11,HTH_IclR,Response_reg,TrmB
WA5_RS00380	196627.cg0091	2.88e-220	607.0	COG0111@1|root,COG0111@2|Bacteria,2GP09@201174|Actinobacteria,22JN3@1653|Corynebacteriaceae	201174|Actinobacteria	EH	Phosphoglycerate dehydrogenase and related dehydrogenases	-	-	-	-	-	-	-	-	-	-	-	-	2-Hacid_dh_C
WA5_RS00385	196627.cg0092	2.29e-92	270.0	2CH5R@1|root,32S5B@2|Bacteria,2IQUR@201174|Actinobacteria,22NI4@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	DoxX
WA5_RS00390	196627.cg0095	2.73e-240	660.0	COG0502@1|root,COG0502@2|Bacteria,2GIUE@201174|Actinobacteria,22KHS@1653|Corynebacteriaceae	201174|Actinobacteria	H	Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism	bioB	GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0016020,GO:0030312,GO:0044464,GO:0071944	2.8.1.6	ko:K01012	ko00780,ko01100,map00780,map01100	M00123,M00573,M00577	R01078	RC00441	ko00000,ko00001,ko00002,ko01000	-	-	iNJ661.Rv1589	BATS,Radical_SAM
WA5_RS00395	196627.cg0096	2e-56	174.0	2BG37@1|root,329ZP@2|Bacteria,2HUUF@201174|Actinobacteria,22P64@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS00400	196627.cg0097	1.11e-79	235.0	COG4357@1|root,COG4357@2|Bacteria,2IS2M@201174|Actinobacteria,22N77@1653|Corynebacteriaceae	201174|Actinobacteria	S	CHY zinc finger	-	-	-	-	-	-	-	-	-	-	-	-	zf-CHY
WA5_RS00420	196627.cg0103	4.64e-312	854.0	COG0477@1|root,COG0477@2|Bacteria,2I9C6@201174|Actinobacteria,22RIC@1653|Corynebacteriaceae	201174|Actinobacteria	EGP	Sugar (and other) transporter	-	-	-	ko:K08170	-	M00702	-	-	ko00000,ko00002,ko01504,ko02000	2.A.1.3.23,2.A.1.3.59	-	-	MFS_1,Sugar_tr
WA5_RS00425	196627.cg0104	3.72e-306	834.0	COG0402@1|root,COG0402@2|Bacteria,2GKKM@201174|Actinobacteria,22JZ3@1653|Corynebacteriaceae	201174|Actinobacteria	F	Cytosine deaminase and related metal-dependent hydrolases	codA	-	3.5.4.1,3.5.4.21	ko:K01485,ko:K03365	ko00240,ko00330,ko01100,map00240,map00330,map01100	-	R00974,R01411,R02922	RC00074,RC00514,RC00809	ko00000,ko00001,ko01000	-	-	-	Amidohydro_3
WA5_RS00435	196627.cg0107	1.23e-94	280.0	2ATX0@1|root,31JGB@2|Bacteria,2HNP0@201174|Actinobacteria,22NU3@1653|Corynebacteriaceae	201174|Actinobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS00440	196627.cg0108	3.53e-188	523.0	COG0846@1|root,COG0846@2|Bacteria,2GJI3@201174|Actinobacteria,22JJN@1653|Corynebacteriaceae	201174|Actinobacteria	K	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form	cobB	-	-	-	-	-	-	-	-	-	-	-	SIR2
WA5_RS00445	196627.cg0109	8.82e-241	660.0	COG1075@1|root,COG1075@2|Bacteria,2GM7V@201174|Actinobacteria,22K9M@1653|Corynebacteriaceae	201174|Actinobacteria	S	acetyltransferases and hydrolases with the alpha beta hydrolase fold	lip	-	3.1.1.3	ko:K01046	ko00561,ko01100,map00561,map01100	M00098	R02250,R02687	RC00020,RC00037,RC00041,RC00094	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_1,Hydrolase_4,Lipase_2
WA5_RS00450	196627.cg0110	5.4e-223	613.0	COG1075@1|root,COG1075@2|Bacteria,2HNA2@201174|Actinobacteria,22MUM@1653|Corynebacteriaceae	201174|Actinobacteria	S	Lipase (class 2)	-	-	3.1.1.3	ko:K01046	ko00561,ko01100,map00561,map01100	M00098	R02250,R02687	RC00020,RC00037,RC00041,RC00094	ko00000,ko00001,ko00002,ko01000	-	-	-	Abhydrolase_1
WA5_RS00455	196627.cg0111	1.44e-201	558.0	COG0124@1|root,COG0124@2|Bacteria,2GJXW@201174|Actinobacteria,22QGX@1653|Corynebacteriaceae	201174|Actinobacteria	J	histidyl-tRNA synthetase	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS00460	196627.cg0112	1.52e-115	331.0	COG1846@1|root,COG1846@2|Bacteria,2IBDP@201174|Actinobacteria,22P7W@1653|Corynebacteriaceae	201174|Actinobacteria	K	helix_turn_helix multiple antibiotic resistance protein	-	-	-	-	-	-	-	-	-	-	-	-	HTH_27,MarR,MarR_2
WA5_RS00465	196627.cg0113	1.57e-65	199.0	COG0831@1|root,COG0831@2|Bacteria,2IKNA@201174|Actinobacteria,22NIF@1653|Corynebacteriaceae	201174|Actinobacteria	E	Belongs to the urease gamma subunit family	ureA	-	3.5.1.5	ko:K01430,ko:K14048	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	iNJ661.Rv1848	Urease_beta,Urease_gamma
WA5_RS00470	196627.cg0114	4.26e-113	324.0	COG0832@1|root,COG0832@2|Bacteria,2IKR8@201174|Actinobacteria,22NG0@1653|Corynebacteriaceae	201174|Actinobacteria	E	Belongs to the urease beta subunit family	ureB	-	3.5.1.5	ko:K01429,ko:K14048	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	-	Urease_beta
WA5_RS00475	196627.cg0115	0.0	1064.0	COG0804@1|root,COG0804@2|Bacteria,2GM7X@201174|Actinobacteria,22KFM@1653|Corynebacteriaceae	201174|Actinobacteria	E	Belongs to the metallo-dependent hydrolases superfamily. Urease alpha subunit family	ureC	GO:0008150,GO:0040007	3.5.1.5	ko:K01427,ko:K01428	ko00220,ko00230,ko00791,ko01100,ko01120,ko05120,map00220,map00230,map00791,map01100,map01120,map05120	-	R00131	RC02798,RC02806	ko00000,ko00001,ko01000	-	-	iNJ661.Rv1850	Amidohydro_1,Urease_alpha
WA5_RS00480	196627.cg0116	1.62e-110	317.0	COG2371@1|root,COG2371@2|Bacteria,2IJ3I@201174|Actinobacteria,22N72@1653|Corynebacteriaceae	201174|Actinobacteria	J	Involved in urease metallocenter assembly. Binds nickel. Probably functions as a nickel donor during metallocenter assembly	ureE	-	-	ko:K03187	-	-	-	-	ko00000	-	-	-	UreE_C,UreE_N
WA5_RS00485	196627.cg0117	5.87e-156	438.0	COG0830@1|root,COG0830@2|Bacteria,2I9VS@201174|Actinobacteria,22KMP@1653|Corynebacteriaceae	201174|Actinobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureF	-	-	ko:K03188	-	-	-	-	ko00000	-	-	-	UreF
WA5_RS00490	196627.cg0118	2.16e-143	404.0	COG0378@1|root,COG0378@2|Bacteria,2GNUV@201174|Actinobacteria,22KNG@1653|Corynebacteriaceae	201174|Actinobacteria	KO	Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG	ureG	-	-	ko:K03189	-	-	-	-	ko00000	-	-	-	cobW
WA5_RS00495	196627.cg0119	5.12e-208	574.0	COG0829@1|root,COG0829@2|Bacteria,2HHBD@201174|Actinobacteria,22JHZ@1653|Corynebacteriaceae	201174|Actinobacteria	O	Required for maturation of urease via the functional incorporation of the urease nickel metallocenter	ureD	-	-	ko:K03190	-	-	-	-	ko00000	-	-	-	UreD
WA5_RS00500	196627.cg0120	3.93e-184	511.0	COG2267@1|root,COG2267@2|Bacteria,2I39K@201174|Actinobacteria,22N8V@1653|Corynebacteriaceae	201174|Actinobacteria	I	Serine aminopeptidase, S33	-	-	-	-	-	-	-	-	-	-	-	-	Abhydrolase_1,Abhydrolase_6
WA5_RS00505	196627.cg0121	1.68e-257	708.0	COG0477@1|root,COG0477@2|Bacteria,2GKVX@201174|Actinobacteria,22K52@1653|Corynebacteriaceae	201174|Actinobacteria	EGP	Permeases of the major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WA5_RS00510	196627.cg0122	0.0	1788.0	COG2909@1|root,COG2909@2|Bacteria,2I3UM@201174|Actinobacteria,22MDS@1653|Corynebacteriaceae	201174|Actinobacteria	K	trisaccharide binding	-	-	-	-	-	-	-	-	-	-	-	-	-
WA5_RS00515	196627.cg0123	0.0	1182.0	COG0326@1|root,COG0326@2|Bacteria,2GNPQ@201174|Actinobacteria,22KWP@1653|Corynebacteriaceae	201174|Actinobacteria	O	Histidine kinase-like ATPases	-	-	-	ko:K04079	ko04141,ko04151,ko04217,ko04612,ko04621,ko04626,ko04657,ko04659,ko04914,ko04915,ko05200,ko05215,ko05418,map04141,map04151,map04217,map04612,map04621,map04626,map04657,map04659,map04914,map04915,map05200,map05215,map05418	-	-	-	ko00000,ko00001,ko01009,ko03029,ko03051,ko03110,ko04131,ko04147	-	-	-	HATPase_c_3,HSP90
WA5_RS00520	196627.cg0124	0.0	951.0	COG0775@1|root,COG0775@2|Bacteria,2ICS7@201174|Actinobacteria,22KG2@1653|Corynebacteriaceae	201174|Actinobacteria	F	Catalyzes the hydrolysis of the N-glycosidic bond of AMP to form adenine and ribose 5-phosphate. Involved in regulation of AMP concentrations	amn	-	3.2.2.4	ko:K01241	ko00230,map00230	-	R00182	RC00063,RC00318	ko00000,ko00001,ko01000	-	-	-	AMNp_N,PNP_UDP_1
WA5_RS00525	196627.cg0126	3.14e-134	382.0	COG0028@1|root,COG0028@2|Bacteria,2GKGX@201174|Actinobacteria,22MKY@1653|Corynebacteriaceae	201174|Actinobacteria	EH	Belongs to the TPP enzyme family	-	-	4.1.3.1	ko:K01637	ko00630,ko01100,ko01110,ko01120,ko01200,map00630,map01100,map01110,map01120,map01200	M00012	R00479	RC00311,RC00313	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
WA5_RS00530	196627.cg0127	1.81e-127	362.0	COG0028@1|root,COG0028@2|Bacteria,2GKGX@201174|Actinobacteria,22MKY@1653|Corynebacteriaceae	201174|Actinobacteria	EH	Belongs to the TPP enzyme family	-	-	4.1.3.1	ko:K01637	ko00630,ko01100,ko01110,ko01120,ko01200,map00630,map01100,map01110,map01120,map01200	M00012	R00479	RC00311,RC00313	ko00000,ko00001,ko00002,ko01000	-	-	-	TPP_enzyme_C,TPP_enzyme_M,TPP_enzyme_N
WA5_RS00535	196627.cg0128	1.35e-108	315.0	COG3212@1|root,COG3212@2|Bacteria,2GXC3@201174|Actinobacteria,22P2D@1653|Corynebacteriaceae	201174|Actinobacteria	S	peptidase	-	-	-	-	-	-	-	-	-	-	-	-	PepSY
WA5_RS00540	196627.cg0129	0.0	2255.0	COG0506@1|root,COG1012@1|root,COG0506@2|Bacteria,COG1012@2|Bacteria,2GM5R@201174|Actinobacteria,22K94@1653|Corynebacteriaceae	201174|Actinobacteria	CE	Belongs to the aldehyde dehydrogenase family	putA	-	1.2.1.88,1.5.5.2	ko:K13821	ko00250,ko00330,ko01100,ko01110,ko01130,map00250,map00330,map01100,map01110,map01130	-	R00245,R00707,R00708,R01253,R04444,R04445,R05051	RC00080,RC00083,RC00216,RC00242,RC00255	ko00000,ko00001,ko01000,ko03000	-	-	-	Aldedh,Pro_dh
WA5_RS00545	196627.cg0131	1e-221	612.0	COG0667@1|root,COG0667@2|Bacteria,2GMNA@201174|Actinobacteria,22KUS@1653|Corynebacteriaceae	201174|Actinobacteria	C	oxidoreductases (related to aryl-alcohol dehydrogenases)	-	-	-	-	-	-	-	-	-	-	-	-	Aldo_ket_red
WA5_RS00550	196627.cg0133	0.0	949.0	COG2978@1|root,COG2978@2|Bacteria,2GN45@201174|Actinobacteria,22JNE@1653|Corynebacteriaceae	201174|Actinobacteria	H	Transporter	ydaH	-	-	ko:K12942	-	-	-	-	ko00000	-	-	-	ABG_transport
WA5_RS00555	196627.cg0134	0.0	914.0	COG1473@1|root,COG1473@2|Bacteria,2GNEG@201174|Actinobacteria,22KS6@1653|Corynebacteriaceae	201174|Actinobacteria	S	COG1473 Metal-dependent amidase aminoacylase carboxypeptidase	-	-	-	-	-	-	-	-	-	-	-	-	M20_dimer,Peptidase_M20
WA5_RS00560	196627.cg0135	1.6e-73	221.0	COG2149@1|root,COG2149@2|Bacteria,2GQU9@201174|Actinobacteria,22NYB@1653|Corynebacteriaceae	201174|Actinobacteria	S	membrane	yidH	-	-	ko:K00389	-	-	-	-	ko00000	-	-	-	DUF202
WA5_RS00565	196627.cg0136	3.91e-66	201.0	2DRJ0@1|root,33BZV@2|Bacteria,2GRFM@201174|Actinobacteria,22RGV@1653|Corynebacteriaceae	201174|Actinobacteria	S	Domain of unknown function (DUF202)	-	-	-	-	-	-	-	-	-	-	-	-	DUF202
WA5_RS00580	196627.cg0139	1.51e-170	477.0	COG1349@1|root,COG1349@2|Bacteria,2GJK9@201174|Actinobacteria,22MPW@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional regulators of sugar metabolism	-	-	-	-	-	-	-	-	-	-	-	-	DeoRC,HTH_DeoR
WA5_RS00585	196627.cg0141	2.98e-90	265.0	COG0346@1|root,COG0346@2|Bacteria,2IHQQ@201174|Actinobacteria,22MXJ@1653|Corynebacteriaceae	201174|Actinobacteria	E	COG0346 Lactoylglutathione lyase and related lyases	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase
WA5_RS00590	196627.cg0142	1.47e-126	359.0	COG2062@1|root,COG2062@2|Bacteria,2HR2D@201174|Actinobacteria,22QBH@1653|Corynebacteriaceae	201174|Actinobacteria	T	Histidine phosphatase superfamily (branch 1)	-	-	-	ko:K08296	-	-	-	-	ko00000,ko01000	-	-	-	His_Phos_1
WA5_RS00595	196627.cg0143	0.0	1001.0	COG0246@1|root,COG0246@2|Bacteria,2GJ4F@201174|Actinobacteria,22MHE@1653|Corynebacteriaceae	201174|Actinobacteria	G	Mannitol-1-phosphate altronate dehydrogenases	mtlD	-	1.1.1.67	ko:K00045	ko00051,map00051	-	R00868	RC00085	ko00000,ko00001,ko01000	-	-	-	Mannitol_dh,Mannitol_dh_C
WA5_RS00600	196627.cg0144	5.04e-315	858.0	COG2211@1|root,COG2211@2|Bacteria,2I5CT@201174|Actinobacteria,22M73@1653|Corynebacteriaceae	201174|Actinobacteria	G	Permeases of the major facilitator superfamily	-	-	-	-	-	-	-	-	-	-	-	-	MFS_1
WA5_RS00605	196627.cg0146	2.05e-193	537.0	COG1349@1|root,COG1349@2|Bacteria,2IBBZ@201174|Actinobacteria,22M3Z@1653|Corynebacteriaceae	201174|Actinobacteria	K	Transcriptional regulators of sugar metabolism	sucR	-	-	-	-	-	-	-	-	-	-	-	DeoRC,HTH_DeoR
WA5_RS00610	196627.cg0147	0.0	905.0	COG1070@1|root,COG1070@2|Bacteria,2GJDZ@201174|Actinobacteria,22MDT@1653|Corynebacteriaceae	201174|Actinobacteria	G	COG1070 Sugar (pentulose and hexulose) kinases	xylB	-	2.7.1.17	ko:K00854	ko00040,ko01100,map00040,map01100	M00014	R01639	RC00002,RC00538	ko00000,ko00001,ko00002,ko01000	-	-	-	FGGY_C,FGGY_N
WA5_RS00615	196627.cg0148	2.31e-193	537.0	COG0414@1|root,COG0414@2|Bacteria,2GJEQ@201174|Actinobacteria,22MA2@1653|Corynebacteriaceae	201174|Actinobacteria	H	Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate	panC	-	6.3.2.1	ko:K01918	ko00410,ko00770,ko01100,ko01110,map00410,map00770,map01100,map01110	M00119	R02473	RC00096,RC00141	ko00000,ko00001,ko00002,ko01000	-	-	-	Pantoate_ligase
